,smile,pld,name,npz
3857,[Ni].n1ccc(cc1)C1=NN=C([N]1)c1ccccn1,5.190846667,ILIMOH_clean,voxels_50/ILIMOH_clean-(id_10896).npz
3860,[Ni].n1ccc(cc1)Nc1ccncc1,3.05,XAPYAO_clean,voxels_50/XAPYAO_clean-(id_1704).npz
3861,[Ni].n1ccncc1,3.119005,IWOTAQ_clean,voxels_50/IWOTAQ_clean-(id_1391).npz
3863,[O-]C(=O)C(=O)[O-].[O-]C(=O)C1=NC=N[C]1C(=O)[O-].[Sm].[Zn],2.63,EVUNEP_clean,voxels_50/EVUNEP_clean-(id_629).npz
3864,[O-]C(=O)C(=O)[O-].[O-]C(=O)c1ncccc1C(=O)[O-].[Pr].[Zn],2.61131,YUKWOS_clean,voxels_50/YUKWOS_clean-(id_3155).npz
3865,[O-]C(=O)C(=O)[O-].[O-]C(=O)c1ncccc1C(=O)[O-].[Tb].[Zn],2.5317,YUKKAS_clean,voxels_50/YUKKAS_clean-(id_10903).npz
3866,[O-]C(=O)C(=O)[O-].[O]P(=O)([O])[O].[Zn],3.16,GUQTOB_clean,voxels_50/GUQTOB_clean-(id_507).npz
3867,[O-]C(=O)C(=O)[O-].[O][As]([O])[O].[O][As]([O])[O].[O].[Zn],2.80937,OHEGAJ_clean,voxels_50/OHEGAJ_clean-(id_12320).npz
3873,[O-]C(=O)C(=O)[O-].[Zn],5.924883333,SEYQIW_clean,voxels_50/SEYQIW_clean-(id_3702).npz
3876,[O-]C(=O)C(=O)[O-].[Zn].c1ncn(c1)c1ccc(cc1)n1cncc1,3.36,YARSIV_clean,voxels_50/YARSIV_clean-(id_11515).npz
3880,[O-]C(=O)C(CC(=O)[O-])CC(=O)[O-].[Zn].n1ccc(cc1)CN1CCN(CC1)Cc1ccncc1,3.14,CUYQIX_clean,voxels_50/CUYQIX_clean-(id_460).npz
3881,[O-]C(=O)C([O])C.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn],5.109945,SAKRED_clean,voxels_50/SAKRED_clean-(id_7249).npz
3885,[O-]C(=O)C([O])C.[O-]C(=O)c1ccc(cc1)c1ccncc1.[Zn],9.44,LUVTAY_clean,voxels_50/LUVTAY_clean-(id_3652).npz
3886,[O-]C(=O)C.[O-]C(=O)CN1CCCCN(CC(=O)[O-])Cc2cc(C)cc(c2[O])CN(CCCCN(Cc2c(c(C1)cc(C)c2)[O])CC(=O)[O-])CC(=O)[O-].[Zn],3.57209,SITTUM_clean,voxels_50/SITTUM_clean-(id_4958).npz
3887,[O-]C(=O)C.[O]NC(=O)c1ccc(cc1)N.[Zn],3.78485,MOMRIR_clean,voxels_50/MOMRIR_clean-(id_3582).npz
3889,[O-]C(=O)C12CC3(CC(C2)(CC(C1)(C3)C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn],4.583333333,PUWCUF_clean,voxels_50/PUWCUF_clean-(id_5252).npz
3892,[O-]C(=O)C1=C(C=C(C=[C]1)C(=O)[O-])C1=C([C]=CC(=C1)C(=O)[O-])C(=O)[O-].[O-]C(=O)C1=CC=C(C(=[C]1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-].[O-]C(=O)C1=[C]C(=C(C=C1)C(=O)[O-])c1cc(ccc1C(=O)[O-])C(=O)[O-].[O-]C(=O)C1=[C]C=C(C=C1C1=C([C]=CC(=C1)C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn],3.38,GAWJEV_clean,voxels_50/GAWJEV_clean-(id_4047).npz
3893,[O-]C(=O)C1=C(N=C([N]1)c1ccncc1)C(=O)O.[O-]C(=O)C1=C([N]C(=N1)c1ccncc1)C(=O)[O-].[O-]C(=O)C1=NC(=N[C]1C(=O)O)c1ccncc1.[Zn],4.40009,IQEKUM_clean,voxels_50/IQEKUM_clean-(id_2602).npz
3894,[O-]C(=O)C1=C([C]=CC=C1)C(=O)[O-].[O-]C(=O)C1=CC=C[C]=C1C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,2.80773,TANNUT_clean,voxels_50/TANNUT_clean-(id_11943).npz
3895,[O-]C(=O)C1=C([N]C(=N1)c1ccc2c(c1)cccc2)C(=O)[O-].[Zn],2.9377,ZOBYOG_clean,voxels_50/ZOBYOG_clean-(id_2515).npz
3896,[O-]C(=O)C1=C([N]C(=N1)c1ccncc1)C(=O)[O-].[O-]C(=O)C1=NC(=N[C]1C(=O)[O-])c1ccncc1.[Zn],4.77135,UZANOZ_clean,voxels_50/UZANOZ_clean-(id_9398).npz
3897,[O-]C(=O)C1=C([N]C=N1)C(=O)[O-].[O-]C(=O)C1=NC=N[C]1C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,2.89109,HOTFED_clean,voxels_50/HOTFED_clean-(id_548).npz
3899,[O-]C(=O)C1=C([N]C=N1)C(=O)[O-].[O-]C(=O)C1=NC=N[C]1C(=O)[O-].[Zn].n1ccn(c1)c1ccc(cc1)C1=NN=N[N]1,2.95632,VAJHIA_clean,voxels_50/VAJHIA_clean-(id_11775).npz
3900,[O-]C(=O)C1=C([N]C=N1)C(=O)[O-].[Pr].[Zn],2.4,DARNOB_charged,voxels_50/DARNOB_charged-(id_1431).npz
3901,[O-]C(=O)C1=C([N]N=N1)C(=O)[O-].[O-]C(=O)C1=NN=N[C]1C(=O)[O-].[O-]C(=O)C1=N[N]N=C1C(=O)[O-].[Zn].n1ccc(cc1)[N][N]c1ccncc1,5.73604,REYPES_clean,voxels_50/REYPES_clean-(id_4530).npz
3902,[O-]C(=O)C1=C([N]N=N1)C(=O)[O-].[O-]C(=O)C1=NN=N[C]1C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,5.28,REYPIW_clean,voxels_50/REYPIW_clean-(id_1471).npz
3903,[O-]C(=O)C1=CC(=CC(=[C]1)C(=O)[O-])C1=CC(=[C]C(=C1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,3.71325,ZUBFIN_clean,voxels_50/ZUBFIN_clean-(id_6978).npz
3904,[O-]C(=O)C1=CC2=NN=N[C]2C=C1.[O-]C(=O)C1=CC=C2C(=NN=N2)[CH]1.[O-]C(=O)c1ccc2=N[N]N=c2c1.[O-]C(=O)c1ccc2c(c1)[N]N=N2.[OH].[Zn],5.88693,MUGHED_clean,voxels_50/MUGHED_clean-(id_12338).npz
3905,[O-]C(=O)C1=CC=C2C(=NN=N2)[CH]1.[O-]C(=O)C1=C[CH]C2=NN=NC2=C1.[O-]C(=O)C1=C[C]2C(=NN=N2)C=C1.[O-]C(=O)[C]1C=CC2=NN=NC2=C1.[O-]C(=O)c1ccc2=N[N]N=c2c1.[Zn],5.17695,IPIJEY_clean,voxels_50/IPIJEY_clean-(id_11566).npz
3906,[O-]C(=O)C1=CC=[C]C=C1.[O]C1[CH][CH][CH]1.[OH].[O-]C=O.[O-][C]=O.[O]C1C(O)[CH]C1c1ccc(cc1)C(=O)[O-].[O]C1[CH][CH]C1c1ccc(cc1)C(=O)[O-].[OH].[Zn],5.13468,ETIXOW_clean,voxels_50/ETIXOW_clean-(id_6776).npz
3907,[O-]C(=O)C1=CC=[C]O1.[O-]C(=O)c1ccc(o1)C(=O)[O-].[Zn],4.01754,VUKSIF_clean,voxels_50/VUKSIF_clean-(id_2004).npz
3908,[O-]C(=O)C1=CN2C(=C3N([Ir]2)C=C(C=C3)C(=O)[O-])C=C1.[Zn],3.95004,QUSQIG_clean,voxels_50/QUSQIG_clean-(id_1941).npz
3909,[O-]C(=O)C1=C[CH]N(C=C1)CCCCN1[CH]C=C(C=C1)C(=O)[O-].[Zn],3.63,FEDJUU_charged,voxels_50/FEDJUU_charged-(id_9321).npz
3910,[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)c1cc(OC[C]2[C][C]2)cc(c1)C(=O)[O-].[Zn],3.39781,UVUGAV_clean,voxels_50/UVUGAV_clean-(id_8767).npz
3911,[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)c1cccnc1.[O]O[N]N(c1cc(cc(c1)C(=O)O[O])C(=O)[O-])O[O].[Tb].[Zn],3.11573,EXUSAT_clean,voxels_50/EXUSAT_clean-(id_14215).npz
3912,[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[Zn].c1ncn(c1)c1ccc(cc1)c1ccc(cc1)n1cncc1,3.9098,XOMCUZ_clean,voxels_50/XOMCUZ_clean-(id_7907).npz
3913,[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,2.67504,OVIQER_clean,voxels_50/OVIQER_clean-(id_7537).npz
3914,[O-]C(=O)C1=NC=N[C]1C(=O)O.[O-]C(=O)C1=NC=N[C]1C(=O)[O-].[Zn],3.41,GIDKOU_clean,voxels_50/GIDKOU_clean-(id_10938).npz
3916,[O-]C(=O)C1=[C]C(=CC(=C1)C1=NN=N[N]1)C(=O)[O-].[O].[Zn],4.52668,IVOGUX_clean,voxels_50/IVOGUX_clean-(id_1851).npz
3917,[O-]C(=O)C1=[C]C(=[C]C(=[C]1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-].[Zn],3.60975,ic402692p_si_003_clean,voxels_50/ic402692p_si_003_clean-(id_14069).npz
3918,[O-]C(=O)C1=[C]C=CC(=C1)[C]1OO[C]1C1=CC=[C]C(=C1)C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,3.2471,WIDTAF_clean,voxels_50/WIDTAF_clean-(id_5834).npz
3919,[O-]C(=O)C1=[C][C]=C([C]=[C]1)C(=O)[O-].[Zn],5.37,UFENAW_clean,voxels_50/UFENAW_clean-(id_9668).npz
3920,[O-]C(=O)C1C(C(=O)[O-])C(C(=O)[O-])C(C(C1C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn],3.87,PASMUT_clean,voxels_50/PASMUT_clean-(id_14909).npz
3921,[O-]C(=O)C1C(C(=O)[O-])C(C1C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)CCc1ccncc1,2.96035,EQEROJ_clean,voxels_50/EQEROJ_clean-(id_4651).npz
3922,[O-]C(=O)C1CC(C(C1C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,2.6153,YIJYUN_clean,voxels_50/YIJYUN_clean-(id_11437).npz
3923,[O-]C(=O)C1CCC(C1(C)C)(C)C(=O)[O-].[Zn].c1ncn(c1)c1cnc2c(c1)ccc1c2ncc(c1)n1cncc1,2.92,AHINIP_clean,voxels_50/AHINIP_clean-(id_3461).npz
3924,[O-]C(=O)C1CCC(CC1)C(=O)[O-].[Zn].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,3.66,KENJEU_clean,voxels_50/KENJEU_clean-(id_2274).npz
3925,[O-]C(=O)C1CCCCC1C(=O)[O-].[Zn].n1ccc(cc1)C1=[N]=C(N=N1)c1ccncc1,3.14,RAQVEM_clean,voxels_50/RAQVEM_clean-(id_10447).npz
3926,[O-]C(=O)C1OC(C(C1C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn],2.71,BONWAD_clean,voxels_50/BONWAD_clean-(id_387).npz
3928,[O-]C(=O)C=CC(=C(C(=O)[O-])Br)Br.[O-]C(=O)[C]=C(C=CC(=O)OBr)Br.[O-]C(=O)C=CC(=[C]C(=O)[O-])Br.[O].[Br].[Zn],2.25,hMOF-6557,voxels_50/hMOF-6557-(id_21866).npz
3929,[O-]C(=O)C=CC(=O)[O-].[Zn].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,3.03253,XIMPOA01_clean,voxels_50/XIMPOA01_clean-(id_14467).npz
3930,[O-]C(=O)C=CC(=O)[O-].[Zn].n1ccc(cc1)C(C(c1ccncc1)Cc1ccncc1)Cc1ccncc1,3.07,UTUMAY_clean,voxels_50/UTUMAY_clean-(id_915).npz
3931,[O-]C(=O)C=CC(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,4.67292,EBOBIJ_clean,voxels_50/EBOBIJ_clean-(id_14156).npz
3932,[O-]C(=O)C=CC=CC(=O)[O-].[Zn].n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,3.05,SUJREV_clean,voxels_50/SUJREV_clean-(id_70).npz
3933,[O-]C(=O)C=CC=CC(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,4.005446667,QIVYUR_clean,voxels_50/QIVYUR_clean-(id_10479).npz
3936,[O-]C(=O)C=Cc1ccccc1O.[Zn].n1ccc(cc1)c1ccncc1,8.10197,LEVPAF_clean,voxels_50/LEVPAF_clean-(id_14952).npz
3937,[O-]C(=O)C=Cc1ccncc1.[Zn],4.65,QOZDOY_clean,voxels_50/QOZDOY_clean-(id_14628).npz
3938,[O-]C(=O)C=Cc1cnc[nH]1.[Zn],4.78,NEHZIK_clean,voxels_50/NEHZIK_clean-(id_8608).npz
3939,[O-]C(=O)CC(=CC(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,4.36,OBUFEX_clean,voxels_50/OBUFEX_clean-(id_12620).npz
3940,[O-]C(=O)CC(=O)[O-].[Zn],3.25347,KEXPIO_clean,voxels_50/KEXPIO_clean-(id_11316).npz
3941,[O-]C(=O)CC(=O)[O-].[Zn].c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,4.51,AWEDOW_charged,voxels_50/AWEDOW_charged-(id_10879).npz
3942,[O-]C(=O)CC(=O)[O-].[Zn].n1ccc(cc1)CCc1ccncc1,2.74,KEXPOU_clean,voxels_50/KEXPOU_clean-(id_7038).npz
3943,[O-]C(=O)CC(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,3.27,KEXKAB_clean,voxels_50/KEXKAB_clean-(id_1118).npz
3944,[O-]C(=O)CC(c1cccnc1)N.[Zn],2.57,ASALIP_clean,voxels_50/ASALIP_clean-(id_5978).npz
3945,[O-]C(=O)CCC(=O)[O-].[Zn].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,2.5409,DULCAQ_clean,voxels_50/DULCAQ_clean-(id_1340).npz
3946,[O-]C(=O)CCC(=O)[O-].[Zn].n1ccc(cc1)CCc1ccncc1,3.00466,VIXTUT_clean,voxels_50/VIXTUT_clean-(id_12881).npz
3947,[O-]C(=O)CCC(C(=O)[O-])N.[Zn],2.63,ZNGLUD_clean,voxels_50/ZNGLUD_clean-(id_12318).npz
3949,[O-]C(=O)CCC(C(=O)[O-])NC(=O)N.[Zn].n1ccc(cc1)C=Cc1ccncc1,5.18128,ic5b00130_si_002_clean,voxels_50/ic5b00130_si_002_clean-(id_2804).npz
3950,[O-]C(=O)CCCC(=O)[O-].[Zn].c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,2.7,AWEDUC_charged,voxels_50/AWEDUC_charged-(id_2930).npz
3951,[O-]C(=O)CCCCC(=O)[O-].[Zn].n1ccc(cc1)CCc1ccncc1,2.67667,VIXVUV_clean,voxels_50/VIXVUV_clean-(id_2493).npz
3952,[O-]C(=O)CCP(CCC(=O)[O-])CCC(=O)[O-].[Zn],2.99476,XACFAJ_clean,voxels_50/XACFAJ_clean-(id_10832).npz
3953,[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-].[O].[Zn],2.6,HELCUY_clean,voxels_50/HELCUY_clean-(id_191).npz
3954,[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-].[Zn],4.92,PANYOU_charged,voxels_50/PANYOU_charged-(id_12167).npz
3955,[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-].[Zn].c1cc(nc(c1)n1cncc1)n1cncc1,3.10102,IJODES_clean,voxels_50/IJODES_clean-(id_14573).npz
3956,[O-]C(=O)CN(C1=NC(=[N]=C([N]1)N(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Tb].[Zn],4.28499,SOXDAM_clean,voxels_50/SOXDAM_clean-(id_13942).npz
3958,[O-]C(=O)CN(CP(=O)([O])[O])CP(=O)([O])[O].[Zn].n1ccc(cc1)c1ccncc1,3.3276,AZOHEC_clean,voxels_50/AZOHEC_clean-(id_7146).npz
3959,[O-]C(=O)CN1CCN(CC1)CC(=O)[O-].[Zn],5.1578,MUSCAG_clean,voxels_50/MUSCAG_clean-(id_13781).npz
3960,[O-]C(=O)CN1[CH]C=C(C=C1)C1=C[CH]N(C=C1)CC(=O)[O-].[Zn],7.66991,LATYOX_clean,voxels_50/LATYOX_clean-(id_4803).npz
3961,[O-]C(=O)COCC(=O)[O-].[Sm].[Zn],7.27,ODIMAQ_clean,voxels_50/ODIMAQ_clean-(id_7611).npz
3962,[O-]C(=O)COc1cc(C)c(c(c1)C)c1cc(cc(c1)c1c(C)cc(cc1C)OCC(=O)[O-])c1c(C)cc(cc1C)OCC(=O)[O-].[Zn],6.44823,TAWYUO_clean,voxels_50/TAWYUO_clean-(id_11517).npz
3963,[O-]C(=O)COc1cc(OCC(=O)[O-])c2cc1C(c1ccc(cc1)C)c1cc(c(cc1OCC(=O)[O-])OCC(=O)[O-])[C](c1ccc(cc1)C)c1cc(C(c3cc([C]2c2ccc(cc2)C)c(OCC(=O)[O-])cc3OCC(=O)[O-])c2ccc(cc2)C)c(cc1OCC(=O)[O-])OCC(=O)[O-].[Zn],3.51743,ULAQAB_clean,voxels_50/ULAQAB_clean-(id_1931).npz
3964,[O-]C(=O)COc1ccc(cc1)c1c(C)c(c2ccc(cc2)OCC(=O)[O-])c(c(c1C)c1ccc(cc1)OCC(=O)[O-])C.[Zn],4.27765,TOXHAR_clean,voxels_50/TOXHAR_clean-(id_339).npz
3965,[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccc(cc1)C=Cc1ccncc1,4.49,AMOYOR_clean,voxels_50/AMOYOR_clean-(id_3610).npz
3966,[O-]C(=O)Cc1ccccc1CC(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,3.15,CUYHIO_clean,voxels_50/CUYHIO_clean-(id_14342).npz
3967,[O-]C(=O)Cc1ccccc1CC(=O)[O-].[Zn].n1ccc(cc1)CCc1ccncc1,3.19,YASPEP_clean,voxels_50/YASPEP_clean-(id_10326).npz
3968,[O-]C(=O)Cc1nnc([nH]1)c1ccncc1.[Zn],5.40382,LACQIS_clean,voxels_50/LACQIS_clean-(id_314).npz
3969,[O-]C(=O)[CH][C](c1cccnc1)N.[Zn],3.14561,ASALAH_clean,voxels_50/ASALAH_clean-(id_5660).npz
3970,[O-]C(=O)[C]1C=CC=NC1=O.[Zn].n1ccc(cc1)c1ccncc1,3.02876,SUSRUV_clean,voxels_50/SUSRUV_clean-(id_10703).npz
3971,[O-]C(=O)[C]1[CH][C](OC[C]2C=Cc3c4[C]2C=CC25c4c(cc3)[CH]C5[CH]2)[CH]C(=C1)C(=O)[O-].[Zn].n1ccc(cc1)c1ccc(cc1)c1ccncc1,4.25527,KITVEQ_clean,voxels_50/KITVEQ_clean-(id_7382).npz
3972,[O-]C(=O)[C]=CC1=CN=[C]N1[C]c1ccc(cc1)C(=O)O.[Zn],5.83007,INIGOD_clean,voxels_50/INIGOD_clean-(id_9135).npz
3973,[O-]C(=O)[C]SC1=[C]C=[C]C(=C1)S[C]C(=O)[O-].[O-]C(=O)c1sc2c(c1)cc1c(c2)sc(c1)C(=O)[O-].[Zn].n1ccc(cc1)CCc1ccncc1,3.91163,EXEWIO_clean,voxels_50/EXEWIO_clean-(id_8816).npz
3974,[O-]C(=O)[O-].[Zn],4.09157,QOJKAB_clean,voxels_50/QOJKAB_clean-(id_6239).npz
3975,[O-]C(=O)c1c(C(=O)O)c(C(=O)[O-])c(c(c1C(=O)[O-])C(=O)O)C(=O)[O-].[U].[Zn],2.44,PERSEM_clean,voxels_50/PERSEM_clean-(id_11299).npz
3976,[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-].[Zn],3.43,PAMHES01_clean,voxels_50/PAMHES01_clean-(id_9153).npz
3979,[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-].[Zn].n1ccc(cc1)CCc1ccncc1,3.95,ZARZAV_clean,voxels_50/ZARZAV_clean-(id_9758).npz
3980,[O-]C(=O)c1c(ccc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-].[O].[Zn],5.08,ASACON_clean,voxels_50/ASACON_clean-(id_5351).npz
3981,[O-]C(=O)c1c(cccc1C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,2.945,IJANAJ_clean,voxels_50/IJANAJ_clean-(id_1449).npz
3984,[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[Zn],3.481265,LIVREP_clean,voxels_50/LIVREP_clean-(id_1114).npz
3986,[O-]C(=O)c1cc(C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],3.52862,JOVYAW_clean,voxels_50/JOVYAW_clean-(id_14557).npz
3987,[O-]C(=O)c1cc(C(=O)Nn2cnnc2)c(cc1C(=O)Nn1cnnc1)C(=O)[O-].[Zn],4.05577,QOZPOM_clean,voxels_50/QOZPOM_clean-(id_9914).npz
3988,[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])[O].[Zn].n1ccc(cc1)c1ccncc1,2.91099,HAFSOZ_clean,voxels_50/HAFSOZ_clean-(id_1069).npz
3990,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[O]P(=O)([O])[O].[Zn],4.68972,GUCJAQ_clean,voxels_50/GUCJAQ_clean-(id_2461).npz
3991,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn],4.0055,FABFOF_ion_b,voxels_50/FABFOF_ion_b-(id_13535).npz
4008,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn].c1ncn(c1)CC(Cn1cncc1)(Cn1cncc1)Cn1cncc1,2.63,CUYVOI_clean,voxels_50/CUYVOI_clean-(id_14531).npz
4009,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn].c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,4.03,IBUYAH_clean,voxels_50/IBUYAH_clean-(id_4851).npz
4010,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)[C]=[C]c1ccncc1,4.03732,TUYFIE_clean,voxels_50/TUYFIE_clean-(id_7323).npz
4011,[O-]C(=O)c1cc(C(=O)[O-])c(nc1C)C.[Zn].n1ccc(cc1)c1ccncc1,3.79987,XUKLAS_clean,voxels_50/XUKLAS_clean-(id_8484).npz
4012,[O-]C(=O)c1cc(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)COc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],6.47199,SIVGUB_clean,voxels_50/SIVGUB_clean-(id_5275).npz
4013,[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1N)N)C(=O)[O-].[Zn].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,2.96369,AWAJIT_clean,voxels_50/AWAJIT_clean-(id_10107).npz
4014,[O-]C(=O)c1cc(N=Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Sm].[Zn],3.64747,ELUJAY_clean,voxels_50/ELUJAY_clean-(id_2347).npz
4015,[O-]C(=O)c1cc(N=Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[O]N(=O)=O.[Zn],4.33137,VURLIF_clean,voxels_50/VURLIF_clean-(id_8543).npz
4016,[O-]C(=O)c1cc(NCc2ccc(cc2)CNc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],3.662425,HIQNUS_clean,voxels_50/HIQNUS_clean-(id_12275).npz
4018,[O-]C(=O)c1cc(NCc2ccc(cc2)CNc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,2.43229,HIQNIG_clean,voxels_50/HIQNIG_clean-(id_3904).npz
4019,[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[Zn].n1ccc(cc1)[N][N]c1ccncc1,4.84,TASXIW_clean,voxels_50/TASXIW_clean-(id_5842).npz
4020,[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,5.82,SUPLOF_clean,voxels_50/SUPLOF_clean-(id_6303).npz
4021,[O-]C(=O)c1cc(OCC(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],7.201425,WEHJUQ_clean,voxels_50/WEHJUQ_clean-(id_1415).npz
4023,[O-]C(=O)c1cc(OCC=CCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],3.39,HEZKIH_clean,voxels_50/HEZKIH_clean-(id_12489).npz
4024,[O-]C(=O)c1cc(OCCCCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],3.58614,ROMQAN_clean,voxels_50/ROMQAN_clean-(id_8309).npz
4025,[O-]C(=O)c1cc(OCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],6.1,UJAQUS_clean,voxels_50/UJAQUS_clean-(id_5183).npz
4026,[O-]C(=O)c1cc(OCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],4.88,AZIXUD_clean,voxels_50/AZIXUD_clean-(id_5566).npz
4027,[O-]C(=O)c1cc(OCc2ccc(cc2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],2.83,REYCEF_clean,voxels_50/REYCEF_clean-(id_7618).npz
4028,[O-]C(=O)c1cc(OCc2ccc(cc2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn].n1ccc(cc1)CN1CCN(CC1)Cc1ccncc1,3.17,REYCOP_clean,voxels_50/REYCOP_clean-(id_15176).npz
4029,[O-]C(=O)c1cc(OCc2ccc(cc2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn].n1ccc(cc1)[N][N]c1ccncc1,3.51,REYBAA_clean,voxels_50/REYBAA_clean-(id_7773).npz
4030,[O-]C(=O)c1cc(OCc2ccc(cc2)c2ccc(cc2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],5.03727,AVIMIC_clean,voxels_50/AVIMIC_clean-(id_4248).npz
